Rel. Cm-1,Intensity (A.U.)
0.00000E+00,7.43392E-02
1.93425E+00,3.08062E-02
3.86804E+00,5.74342E-03
5.80134E+00,-5.31988E-05
7.73418E+00,-3.45587E-03
9.66654E+00,2.10749E-04
1.15984E+01,-5.56541E-04
1.35298E+01,-1.87014E-03
1.54608E+01,-9.20748E-04
1.73913E+01,2.33665E-03
1.93213E+01,-2.15455E-03
2.12508E+01,-4.74697E-04
2.31798E+01,2.39190E-03
2.51084E+01,3.77507E-03
2.70365E+01,8.73688E-04
2.89642E+01,-1.46706E-03
3.08914E+01,1.63689E-04
3.28181E+01,1.34020E-03
3.47443E+01,-1.45274E-04
3.66700E+01,-6.33065E-03
3.85953E+01,2.90752E-03
4.05201E+01,7.75884E-03
4.24445E+01,8.24581E-04
4.43684E+01,-3.12850E-03
4.62918E+01,-1.54481E-03
4.82147E+01,-6.67849E-03
5.01372E+01,-1.13232E-02
5.20592E+01,-1.17979E-02
5.39807E+01,-2.17010E-02
5.59018E+01,-3.61977E-02
5.78224E+01,-5.33338E-02
5.97425E+01,-7.61500E-02
6.16622E+01,-9.97805E-02
6.35814E+01,-1.18727E-01
6.55001E+01,-1.41810E-01
6.74183E+01,-1.61712E-01
6.93361E+01,-1.56938E-01
7.12534E+01,-1.36786E-01
7.31703E+01,-8.37635E-02
7.50867E+01,-2.41686E-02
7.70026E+01,7.21580E-02
7.89180E+01,1.15464E-01
8.08330E+01,1.27718E-01
8.27475E+01,1.50847E-01
8.46616E+01,1.39596E-01
8.65752E+01,8.72828E-02
8.84883E+01,4.84150E-02
9.04010E+01,4.99537E-02
9.23131E+01,3.21423E-02
9.42249E+01,2.77166E-02
9.61361E+01,3.96351E-02
9.80469E+01,4.35166E-02
9.99572E+01,4.52619E-02
1.01867E+02,2.93494E-02
1.03777E+02,4.40486E-02
1.05685E+02,1.39278E-02
1.07594E+02,3.29198E-02
1.09502E+02,1.94851E-02
1.11409E+02,1.55197E-02
1.13317E+02,1.67944E-02
1.15223E+02,3.95717E-03
1.17129E+02,-1.59596E-02
1.19035E+02,-1.25795E-02
1.20940E+02,-1.70277E-02
1.22845E+02,-2.46842E-02
1.24749E+02,-1.74390E-02
1.26653E+02,6.37158E-03
1.28557E+02,4.67126E-03
1.30459E+02,1.36885E-03
1.32362E+02,6.89538E-04
1.34264E+02,2.64787E-02
1.36165E+02,3.78530E-02
1.38066E+02,2.80092E-02
1.39967E+02,3.18374E-02
1.41867E+02,2.07639E-02
1.43767E+02,1.19104E-02
1.45666E+02,2.54147E-02
1.47565E+02,3.43582E-02
1.49463E+02,3.46058E-02
1.51361E+02,2.05347E-02
1.53258E+02,2.68674E-02
1.55155E+02,2.51098E-02
1.57052E+02,2.31087E-02
1.58948E+02,2.02544E-02
1.60843E+02,6.43705E-03
1.62738E+02,2.27916E-02
1.64633E+02,2.00478E-02
1.66527E+02,1.77541E-02
1.68421E+02,-4.98636E-03
1.70314E+02,-6.24676E-03
1.72207E+02,-2.30371E-02
1.74099E+02,-1.39299E-02
1.75991E+02,-3.17147E-03
1.77883E+02,-4.19861E-03
1.79773E+02,9.59624E-04
1.81664E+02,-1.09058E-02
1.83554E+02,-8.65503E-04
1.85444E+02,9.47143E-03
1.87333E+02,3.19070E-02
1.89221E+02,4.68558E-02
1.91110E+02,3.48861E-02
1.92997E+02,1.82574E-02
1.94885E+02,2.20714E-02
1.96772E+02,3.96433E-02
1.98658E+02,2.50566E-02
2.00544E+02,3.42211E-02
2.02429E+02,4.78462E-02
2.04314E+02,1.63320E-02
2.06199E+02,-2.33338E-02
2.08083E+02,8.61002E-03
2.09967E+02,-5.55723E-03
2.11850E+02,-7.13887E-03
2.13733E+02,-9.77016E-03
2.15615E+02,-1.23114E-02
2.17497E+02,-7.70768E-03
2.19378E+02,-1.04065E-02
2.21259E+02,-9.25863E-03
2.23140E+02,-7.66472E-03
2.25020E+02,-1.56629E-02
2.26899E+02,-4.69582E-03
2.28778E+02,2.55395E-02
2.30657E+02,2.53308E-02
2.32535E+02,2.15005E-02
2.34413E+02,1.99332E-02
2.36290E+02,1.79812E-02
2.38167E+02,1.67863E-02
2.40043E+02,7.37008E-03
2.41919E+02,1.22357E-03
2.43795E+02,8.74097E-03
2.45670E+02,5.37144E-02
2.47544E+02,3.39060E-02
2.49419E+02,3.43746E-02
2.51292E+02,2.70905E-02
2.53165E+02,1.40956E-02
2.55038E+02,1.71853E-02
2.56911E+02,1.34000E-02
2.58782E+02,2.40008E-03
2.60654E+02,-7.76907E-03
2.62525E+02,-6.31838E-03
2.64395E+02,-1.13559E-03
2.66265E+02,-5.45697E-03
2.68135E+02,-1.76968E-02
2.70004E+02,-6.64985E-04
2.71873E+02,-7.06725E-03
2.73741E+02,-4.33775E-04
2.75609E+02,-2.76838E-03
2.77476E+02,-1.13907E-02
2.79343E+02,-1.83740E-02
2.81210E+02,-6.34907E-03
2.83076E+02,-2.04611E-04
2.84941E+02,-6.80535E-03
2.86807E+02,1.50082E-02
2.88671E+02,1.11370E-02
2.90536E+02,9.30569E-03
2.92399E+02,1.41979E-02
2.94263E+02,6.62529E-03
2.96126E+02,3.45015E-02
2.97988E+02,1.39729E-02
2.99850E+02,3.50682E-02
3.01712E+02,1.74451E-02
3.03573E+02,2.24826E-02
3.05433E+02,2.32213E-02
3.07293E+02,1.21457E-02
3.09153E+02,1.08034E-03
3.11013E+02,1.52824E-02
3.12871E+02,7.85091E-03
3.14730E+02,-9.86224E-03
3.16588E+02,2.43282E-03
3.18445E+02,8.22330E-03
3.20302E+02,1.79034E-03
3.22159E+02,-1.55034E-02
3.24015E+02,-9.27705E-03
3.25871E+02,-1.79771E-02
3.27726E+02,-1.04495E-02
3.29581E+02,-1.04945E-02
3.31436E+02,1.99639E-02
3.33290E+02,-1.14684E-02
3.35143E+02,7.23094E-03
3.36996E+02,1.19227E-02
3.38849E+02,-1.29437E-02
3.40701E+02,-2.18176E-02
3.42553E+02,6.08308E-03
3.44404E+02,1.32179E-02
3.46255E+02,-8.98036E-03
3.48105E+02,-5.01910E-03
3.49955E+02,1.46338E-02
3.51805E+02,2.35630E-02
3.53654E+02,2.54740E-02
3.55503E+02,1.63566E-02
3.57351E+02,-6.07694E-04
3.59199E+02,-1.14214E-02
3.61046E+02,2.85023E-03
3.62893E+02,1.27206E-02
3.64739E+02,1.00259E-04
3.66585E+02,2.16499E-02
3.68431E+02,-2.22821E-03
3.70276E+02,-1.45294E-02
3.72121E+02,1.54870E-02
3.73965E+02,-7.30869E-03
3.75809E+02,5.50812E-03
3.77652E+02,-8.08008E-03
3.79495E+02,-9.29751E-03
3.81337E+02,4.64466E-04
3.83179E+02,7.05293E-03
3.85021E+02,-1.93152E-03
3.86862E+02,-7.38849E-03
3.88703E+02,-3.64616E-03
3.90543E+02,-1.20925E-02
3.92383E+02,-4.70195E-03
3.94222E+02,-5.90302E-03
3.96061E+02,-1.25385E-02
3.97900E+02,7.99619E-03
3.99738E+02,1.02796E-02
4.01576E+02,-2.31619E-03
4.03413E+02,-2.65994E-03
4.05250E+02,5.65749E-03
4.07086E+02,3.00573E-03
4.08922E+02,-8.09645E-03
4.10757E+02,7.49080E-03
4.12592E+02,-3.72187E-03
4.14427E+02,-4.06971E-03
4.16261E+02,-4.54645E-03
4.18095E+02,2.98036E-02
4.19928E+02,1.22214E-02
4.21761E+02,1.50143E-02
4.23593E+02,2.88522E-02
4.25425E+02,1.02183E-02
4.27257E+02,-1.12740E-03
4.29088E+02,-6.14855E-03
4.30918E+02,-2.28346E-03
4.32749E+02,1.45315E-02
4.34578E+02,1.32547E-02
4.36408E+02,2.89852E-02
4.38237E+02,-3.49066E-03
4.40065E+02,-1.57427E-02
4.41893E+02,2.90138E-03
4.43721E+02,1.31524E-02
4.45548E+02,1.50798E-02
4.47375E+02,7.46011E-03
4.49201E+02,-9.80904E-03
4.51027E+02,-3.62775E-03
4.52852E+02,-6.29587E-03
4.54677E+02,-4.58533E-03
4.56502E+02,5.25440E-03
4.58326E+02,-1.39340E-03
4.60150E+02,1.16055E-02
4.61973E+02,-4.14132E-03
4.63796E+02,7.21867E-03
4.65618E+02,1.15810E-03
4.67440E+02,-3.38221E-03
4.69261E+02,-3.02415E-03
4.71083E+02,-5.29533E-03
4.72903E+02,-1.91229E-02
4.74723E+02,5.17460E-03
4.76543E+02,-3.65639E-03
4.78363E+02,-5.77002E-03
4.80182E+02,4.04720E-03
4.82000E+02,6.44524E-04
4.83818E+02,-2.25583E-02
4.85636E+02,-3.34948E-03
4.87453E+02,-2.60265E-03
4.89270E+02,1.56179E-02
4.91086E+02,2.12775E-02
4.92902E+02,-6.33884E-03
4.94717E+02,-1.69806E-02
4.96532E+02,2.96481E-03
4.98347E+02,-3.37198E-03
5.00161E+02,2.55354E-03
5.01975E+02,1.31687E-02
5.03788E+02,2.57482E-02
5.05601E+02,1.82370E-02
5.07414E+02,-5.07844E-03
5.09226E+02,1.44517E-02
5.11037E+02,1.30071E-02
5.12849E+02,1.87116E-02
5.14659E+02,-1.39544E-02
5.16470E+02,1.39135E-04
5.18280E+02,-2.13511E-02
5.20089E+02,-1.68251E-02
5.21898E+02,1.10797E-02
5.23707E+02,-9.84382E-03
5.25515E+02,-1.26859E-03
5.27323E+02,-1.67781E-04
5.29130E+02,-8.96195E-03
5.30937E+02,-2.97504E-03
5.32743E+02,-5.54495E-04
5.34549E+02,4.43596E-03
5.36355E+02,1.69827E-04
5.38160E+02,9.62693E-03
5.39965E+02,-2.93003E-03
5.41769E+02,-2.86169E-02
5.43573E+02,-5.01296E-04
5.45377E+02,1.55115E-02
5.47180E+02,3.22507E-02
5.48982E+02,3.11602E-02
5.50784E+02,3.88576E-02
5.52586E+02,5.86025E-02
5.54388E+02,1.05690E-01
5.56189E+02,1.35933E-01
5.57989E+02,1.57560E-01
5.59789E+02,1.92884E-01
5.61589E+02,2.30809E-01
5.63388E+02,2.36690E-01
5.65187E+02,2.21690E-01
5.66985E+02,1.85484E-01
5.68783E+02,1.38341E-01
5.70581E+02,1.06737E-01
5.72378E+02,9.07674E-02
5.74174E+02,8.10565E-02
5.75971E+02,6.22017E-02
5.77767E+02,6.05157E-02
5.79562E+02,3.56309E-02
5.81357E+02,2.72685E-02
5.83151E+02,4.88569E-02
5.84946E+02,4.47627E-02
5.86739E+02,3.03438E-02
5.88533E+02,3.64371E-02
5.90326E+02,1.20659E-02
5.92118E+02,1.96835E-02
5.93910E+02,-2.78271E-04
5.95702E+02,-3.60892E-02
5.97493E+02,-8.61411E-04
5.99284E+02,-3.16124E-03
6.01074E+02,-1.97204E-02
6.02864E+02,-4.40527E-03
6.04653E+02,1.10735E-02
6.06442E+02,9.16656E-04
6.08231E+02,-1.70502E-02
6.10019E+02,-1.02469E-02
6.11807E+02,-5.52449E-03
6.13594E+02,-4.80631E-03
6.15381E+02,-4.17406E-04
6.17168E+02,1.96958E-02
6.18954E+02,2.70905E-03
6.20740E+02,1.04556E-02
6.22525E+02,-9.92157E-03
6.24310E+02,1.44148E-02
6.26094E+02,1.43964E-02
6.27878E+02,2.04365E-02
6.29662E+02,1.74881E-02
6.31445E+02,2.73871E-02
6.33228E+02,5.48357E-03
6.35010E+02,1.90963E-02
6.36792E+02,2.20366E-02
6.38574E+02,2.61677E-02
6.40355E+02,1.03983E-02
6.42136E+02,1.19390E-02
6.43916E+02,1.50839E-02
6.45696E+02,7.93276E-03
6.47475E+02,3.50334E-02
6.49254E+02,4.72119E-02
6.51033E+02,2.20263E-02
6.52811E+02,2.86721E-02
6.54589E+02,7.80590E-03
6.56366E+02,2.86271E-02
6.58143E+02,2.77779E-02
6.59919E+02,1.39217E-02
6.61695E+02,4.79423E-02
6.63471E+02,6.33147E-02
6.65246E+02,2.11567E-03
6.67021E+02,1.48363E-02
6.68796E+02,1.59474E-02
6.70570E+02,6.81967E-03
6.72343E+02,-9.51235E-03
6.74116E+02,-1.45765E-02
6.75889E+02,-1.52865E-02
6.77662E+02,-6.71123E-04
6.79433E+02,7.05907E-04
6.81205E+02,1.11717E-03
6.82976E+02,-1.10919E-02
6.84747E+02,-4.80835E-03
6.86517E+02,-8.29287E-03
6.88287E+02,-5.61656E-03
6.90056E+02,-3.37608E-04
6.91825E+02,1.79198E-02
6.93594E+02,-5.63498E-03
6.95362E+02,-6.01555E-04
6.97130E+02,-1.70031E-03
6.98897E+02,1.95014E-02
7.00664E+02,1.57673E-02
7.02431E+02,1.82001E-02
7.04197E+02,2.74649E-02
7.05963E+02,4.07421E-02
7.07728E+02,4.60681E-02
7.09493E+02,5.68490E-02
7.11257E+02,5.61615E-02
7.13021E+02,4.06787E-02
7.14785E+02,3.71553E-02
7.16548E+02,5.15599E-02
7.18311E+02,6.66069E-02
7.20073E+02,6.96904E-02
7.21836E+02,4.89224E-02
7.23597E+02,6.79737E-02
7.25358E+02,1.23667E-01
7.27119E+02,1.13193E-01
7.28879E+02,1.16233E-01
7.30639E+02,7.62073E-02
7.32399E+02,9.53384E-02
7.34158E+02,8.60552E-02
7.35917E+02,5.01255E-02
7.37675E+02,3.00348E-02
7.39433E+02,9.94408E-04
7.41190E+02,5.47538E-03
7.42947E+02,1.66492E-02
7.44704E+02,1.76988E-03
7.46460E+02,-1.05641E-02
7.48216E+02,-9.36503E-03
7.49972E+02,-1.08648E-03
7.51727E+02,1.09855E-02
7.53481E+02,-2.55968E-03
7.55236E+02,-4.55463E-03
7.56989E+02,-5.52653E-03
7.58743E+02,1.41959E-02
7.60496E+02,-1.07400E-02
7.62248E+02,1.24608E-03
7.64000E+02,4.25590E-04
7.65752E+02,-1.25590E-02
7.67504E+02,6.10149E-03
7.69254E+02,1.10347E-02
7.71005E+02,9.29342E-03
7.72755E+02,-1.74778E-02
7.74505E+02,-2.11608E-02
7.76254E+02,-6.57005E-03
7.78003E+02,1.35698E-02
7.79752E+02,2.27548E-02
7.81500E+02,9.94817E-03
7.83247E+02,-1.11451E-02
7.84995E+02,-7.28823E-03
7.86741E+02,1.06213E-02
7.88488E+02,1.55566E-02
7.90234E+02,1.87035E-02
7.91980E+02,7.90616E-03
7.93725E+02,1.32670E-02
7.95470E+02,1.48200E-02
7.97214E+02,3.47429E-02
7.98958E+02,3.27950E-02
8.00702E+02,5.24786E-02
8.02445E+02,4.44967E-02
8.04188E+02,6.11152E-02
8.05930E+02,6.08881E-02
8.07672E+02,8.59447E-02
8.09414E+02,1.04832E-01
8.11155E+02,1.57540E-01
8.12896E+02,1.90548E-01
8.14636E+02,1.84367E-01
8.16376E+02,2.23685E-01
8.18116E+02,2.87642E-01
8.19855E+02,2.87521E-01
8.21594E+02,2.79429E-01
8.23332E+02,2.59457E-01
8.25070E+02,2.05366E-01
8.26808E+02,1.47604E-01
8.28545E+02,1.21520E-01
8.30282E+02,1.17350E-01
8.32018E+02,1.13037E-01
8.33754E+02,6.78980E-02
8.35489E+02,5.13593E-02
8.37224E+02,5.38576E-02
8.38959E+02,6.92812E-03
8.40694E+02,4.01855E-03
8.42428E+02,1.13334E-02
8.44161E+02,1.56773E-02
8.45894E+02,3.00184E-02
8.47627E+02,2.72337E-02
8.49359E+02,2.96215E-02
8.51091E+02,4.29273E-03
8.52823E+02,-2.36121E-03
8.54554E+02,1.19861E-02
8.56285E+02,1.42696E-02
8.58015E+02,1.89920E-02
8.59745E+02,8.84532E-03
8.61474E+02,-1.23401E-02
8.63203E+02,-9.92362E-03
8.64932E+02,3.83440E-03
8.66660E+02,-4.87996E-03
8.68388E+02,8.05143E-03
8.70116E+02,3.06916E-03
8.71843E+02,-2.11997E-02
8.73570E+02,1.22357E-02
8.75296E+02,2.05102E-02
8.77022E+02,-2.28755E-02
8.78748E+02,-2.99345E-03
8.80473E+02,1.24362E-02
8.82197E+02,2.33031E-02
8.83922E+02,-9.33025E-04
8.85646E+02,-9.02333E-04
8.87369E+02,1.84293E-02
8.89092E+02,2.29737E-02
8.90815E+02,5.01296E-04
8.92537E+02,-1.87628E-03
8.94259E+02,8.95990E-03
8.95981E+02,9.81313E-03
8.97702E+02,2.76306E-02
8.99423E+02,2.46986E-02
9.01143E+02,1.50287E-02
9.02863E+02,-6.71737E-03
9.04583E+02,-2.16601E-02
9.06302E+02,-9.34866E-03
9.08021E+02,-2.88296E-03
9.09739E+02,-2.00928E-03
9.11457E+02,2.25092E-02
9.13174E+02,4.34184E-03
9.14892E+02,-3.95512E-03
9.16608E+02,1.83331E-02
9.18325E+02,2.64828E-02
9.20041E+02,1.93030E-02
9.21756E+02,-1.08116E-02
9.23472E+02,-2.13654E-02
9.25186E+02,-1.67269E-02
9.26901E+02,-1.32813E-02
9.28615E+02,-3.70345E-03
9.30328E+02,-4.53622E-03
9.32042E+02,-1.38030E-02
9.33755E+02,2.96686E-04
9.35467E+02,2.08580E-02
9.37179E+02,4.74288E-03
9.38891E+02,9.92157E-03
9.40602E+02,3.06773E-02
9.42313E+02,1.39504E-02
9.44023E+02,-1.17099E-02
9.45733E+02,1.94482E-02
9.47443E+02,1.45683E-02
9.49152E+02,4.24363E-02
9.50861E+02,3.56964E-02
9.52570E+02,5.82731E-02
9.54278E+02,4.26286E-02
9.55985E+02,1.37048E-02
9.57693E+02,3.79839E-02
9.59400E+02,3.85875E-02
9.61106E+02,4.52517E-02
9.62812E+02,4.21232E-02
9.64518E+02,5.83263E-02
9.66223E+02,5.78148E-02
9.67928E+02,6.48473E-02
9.69633E+02,5.48070E-02
9.71337E+02,5.12243E-02
9.73041E+02,6.37833E-02
9.74744E+02,5.64132E-02
9.76447E+02,6.25393E-02
9.78150E+02,6.60176E-02
9.79852E+02,6.80269E-02
9.81554E+02,7.47791E-02
9.83255E+02,6.91748E-02
9.84957E+02,8.01378E-02
9.86657E+02,5.28673E-02
9.88357E+02,3.88678E-02
9.90057E+02,7.56589E-02
9.91757E+02,6.55859E-02
9.93456E+02,3.24390E-02
9.95155E+02,3.56309E-02
9.96853E+02,3.86551E-02
9.98551E+02,1.71853E-02
1.00025E+03,1.48568E-02
1.00195E+03,1.83127E-03
1.00364E+03,2.46904E-02
1.00534E+03,1.70011E-02
1.00703E+03,5.21553E-03
1.00873E+03,2.63661E-02
1.01043E+03,1.03349E-02
1.01212E+03,-1.71934E-02
1.01381E+03,-1.65080E-02
1.01551E+03,-2.40888E-02
1.01720E+03,-1.09323E-02
1.01890E+03,-1.61110E-02
1.02059E+03,1.56916E-02
1.02228E+03,-5.38126E-03
1.02397E+03,3.22466E-02
1.02566E+03,1.85582E-03
1.02736E+03,1.09815E-02
1.02905E+03,-8.67345E-03
1.03074E+03,-4.81858E-03
1.03243E+03,1.14439E-02
1.03412E+03,2.49830E-02
1.03581E+03,8.77575E-03
1.03750E+03,-1.57059E-02
1.03918E+03,4.58533E-03
1.04087E+03,6.77261E-03
1.04256E+03,3.83645E-03
1.04425E+03,3.56432E-03
1.04594E+03,1.40608E-02
1.04762E+03,-5.45697E-03
1.04931E+03,3.83031E-03
1.05099E+03,3.68954E-02
1.05268E+03,3.32963E-02
1.05436E+03,3.25536E-02
1.05605E+03,4.68006E-02
1.05773E+03,3.87737E-02
1.05942E+03,4.90513E-02
1.06110E+03,5.52367E-02
1.06278E+03,5.16560E-02
1.06447E+03,5.61145E-02
1.06615E+03,5.75017E-02
1.06783E+03,3.88290E-02
1.06951E+03,5.84286E-02
1.07120E+03,4.94135E-02
1.07288E+03,7.24874E-02
1.07456E+03,7.15360E-02
1.07624E+03,5.19097E-02
1.07792E+03,5.12795E-02
1.07960E+03,7.22317E-02
1.08128E+03,6.35950E-02
1.08295E+03,6.91830E-02
1.08463E+03,6.38610E-02
1.08631E+03,6.63900E-02
1.08799E+03,5.20509E-02
1.08966E+03,4.29314E-02
1.09134E+03,5.66424E-02
1.09302E+03,5.85043E-02
1.09469E+03,3.64514E-02
1.09637E+03,2.37573E-02
1.09804E+03,3.45055E-02
1.09972E+03,3.39306E-02
1.10139E+03,2.13798E-02
1.10307E+03,1.27206E-02
1.10474E+03,-1.14991E-03
1.10641E+03,3.63675E-02
1.10809E+03,-9.70059E-03
1.10976E+03,6.38590E-03
1.11143E+03,2.71764E-02
1.11310E+03,4.43187E-03
1.11478E+03,1.45396E-02
1.11645E+03,-2.79294E-03
1.11812E+03,-1.43596E-02
1.11979E+03,-2.56418E-02
1.12146E+03,-1.99189E-02
1.12313E+03,1.46501E-03
1.12480E+03,1.65530E-02
1.12646E+03,9.40186E-03
1.12813E+03,1.23687E-02
1.12980E+03,1.03349E-02
1.13147E+03,-1.20434E-02
1.13314E+03,-8.64276E-03
1.13480E+03,2.58628E-03
1.13647E+03,2.11281E-02
1.13813E+03,2.16253E-02
1.13980E+03,6.11581E-03
1.14147E+03,8.10054E-03
1.14313E+03,5.52449E-03
1.14479E+03,-1.20904E-02
1.14646E+03,3.46406E-03
1.14812E+03,1.96099E-02
1.14979E+03,1.36741E-02
1.15145E+03,5.24826E-03
1.15311E+03,1.65100E-02
1.15477E+03,1.65039E-02
1.15644E+03,2.11404E-02
1.15810E+03,3.36646E-02
1.15976E+03,1.54829E-02
1.16142E+03,-1.10081E-03
1.16308E+03,8.51794E-03
1.16474E+03,2.58833E-03
1.16640E+03,8.97423E-03
1.16806E+03,2.38678E-02
1.16972E+03,-1.00096E-02
1.17138E+03,-2.02094E-02
1.17303E+03,-1.82104E-03
1.17469E+03,9.26886E-04
1.17635E+03,3.89845E-02
1.17801E+03,2.70454E-02
1.17966E+03,7.58492E-03
1.18132E+03,2.57093E-02
1.18298E+03,3.34272E-02
1.18463E+03,4.27575E-02
1.18629E+03,1.80323E-02
1.18794E+03,3.00369E-03
1.18960E+03,3.48247E-03
1.19125E+03,-2.18299E-02
1.19290E+03,1.11983E-02
1.19456E+03,-1.08137E-02
1.19621E+03,-1.99311E-02
1.19786E+03,-1.41652E-02
1.19951E+03,-2.95867E-03
1.20117E+03,1.18142E-02
1.20282E+03,1.89060E-03
1.20447E+03,9.47348E-03
1.20612E+03,1.73101E-03
1.20777E+03,5.81299E-03
1.20942E+03,2.98936E-03
1.21107E+03,-1.00648E-02
1.21272E+03,1.52087E-02
1.21437E+03,2.66751E-02
1.21601E+03,3.24901E-02
1.21766E+03,-1.33590E-02
1.21931E+03,3.70959E-03
1.22096E+03,-3.98991E-04
1.22260E+03,3.47224E-03
1.22425E+03,-1.85439E-02
1.22590E+03,1.21539E-03
1.22754E+03,-7.00792E-03
1.22919E+03,-2.71396E-02
1.23083E+03,-3.24513E-03
